PLAYER,POS,AGE,TEAM,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,SEASON,index
Semaj Christon,PG,24,OKC,64,973,5.7,.387,.283,.139,2.2,7.8,4.9,18.1,1.4,0.6,15.4,12.2,,-0.7,0.8,0.1,.006,,-4.8,-0.3,-5.1,-0.8,2016-17,SemajChriston2016-17
Norris Cole,PG,28,OKC,13,125,5.4,.381,.250,.192,0.0,9.8,4.9,16.3,3.1,0.0,11.0,21.5,,-0.2,0.2,-0.1,-0.033,,-7.5,0.8,-6.7,-0.1,2016-17,NorrisCole2016-17
Nick Collison,PF,36,OKC,20,128,12.9,.622,.043,.348,7.8,19.1,13.4,13.2,0.8,1.2,13.1,10.1,,0.3,0.1,0.4,.145,,-1.3,1.1,-0.2,0.1,2016-17,NickCollison2016-17
Enes Freedom,C,24,OKC,72,1533,23.7,.599,.052,.387,14.1,20.8,17.4,7.9,1.0,2.0,12.5,27.3,,4.0,1.8,5.8,.183,,3.0,-1.3,1.7,1.4,2016-17,EnesFreedom2016-17
Taj Gibson,PF,31,OKC,23,487,13.8,.528,.006,.218,8.6,14.8,11.7,4.2,1.4,2.5,12.5,19.5,,0.2,0.6,0.8,.076,,-1.7,-0.9,-2.5,-0.1,2016-17,TajGibson2016-17
Jerami Grant,PF,22,OKC,78,1490,10.3,.566,.367,.447,2.8,12.0,7.4,4.3,1.1,4.0,9.9,11.8,,1.3,1.7,3.0,.098,,-1.9,0.9,-1.1,0.4,2016-17,JeramiGrant2016-17
Josh Huestis,PF,25,OKC,2,31,26.1,.612,.364,.091,14.3,17.9,16.1,15.5,0.0,7.7,0.0,15.7,,0.1,0.0,0.2,.265,,7.6,1.2,8.8,0.1,2016-17,JoshHuestis2016-17
Ersan İlyasova,PF,29,OKC,3,62,6.9,.469,.750,.000,3.6,25.0,14.3,2.2,2.4,1.3,20.0,13.7,,-0.1,0.1,0.0,.012,,-4.1,1.4,-2.7,0.0,2016-17,Ersanİlyasova2016-17
Joffrey Lauvergne,PF,25,OKC,50,739,12.9,.531,.320,.238,7.6,19.8,13.7,10.3,1.2,0.6,12.9,17.8,,0.6,0.8,1.4,.091,,-1.0,-0.5,-1.6,0.1,2016-17,JoffreyLauvergne2016-17
Doug McDermott,SF,25,OKC,22,430,9.3,.551,.468,.137,1.5,11.1,6.3,4.4,0.2,0.2,4.4,13.6,,0.5,0.2,0.7,.080,,-1.0,-1.7,-2.7,-0.1,2016-17,DougMcDermott2016-17
Anthony Morrow,SG,31,OKC,40,627,9.2,.491,.534,.117,1.9,3.2,2.6,4.5,1.7,0.3,2.5,16.3,,0.4,0.4,0.9,.069,,-2.3,-0.5,-2.8,-0.1,2016-17,AnthonyMorrow2016-17
Victor Oladipo,SG,24,OKC,67,2222,13.6,.534,.378,.165,1.9,12.6,7.2,12.5,1.7,0.8,10.6,21.4,,1.7,2.3,4.0,.085,,-0.3,-0.1,-0.5,0.8,2016-17,VictorOladipo2016-17
Cameron Payne,PG,22,OKC,20,320,6.1,.402,.400,.031,0.7,10.1,5.4,18.3,1.5,1.0,10.8,19.6,,-0.4,0.3,-0.1,-0.012,,-4.8,-0.6,-5.3,-0.3,2016-17,CameronPayne2016-17
Andre Roberson,SF,25,OKC,79,2376,9.6,.510,.397,.240,4.6,14.2,9.4,4.6,1.9,2.7,9.1,10.1,,1.1,3.1,4.2,.085,,-2.5,1.4,-1.0,0.6,2016-17,AndreRoberson2016-17
Domantas Sabonis,PF,20,OKC,81,1632,6.9,.469,.331,.139,3.1,16.4,9.8,7.2,1.2,1.6,14.0,15.4,,-1.0,1.8,0.8,.022,,-4.5,-0.1,-4.5,-1.0,2016-17,DomantasSabonis2016-17
Kyle Singler,SF,28,OKC,32,385,5.9,.486,.446,.205,2.3,11.5,6.9,3.2,0.9,1.0,10.8,11.2,,0.0,0.3,0.3,.034,,-4.1,-0.2,-4.3,-0.2,2016-17,KyleSingler2016-17
Russell Westbrook,PG,28,OKC,81,2802,30.6,.554,.300,.433,5.4,28.8,17.1,57.3,2.3,0.9,15.9,41.7,,8.5,4.6,13.1,.224,,8.7,2.4,11.1,9.3,2016-17,RussellWestbrook2016-17
D.J. Augustin,PG,29,ORL,78,1538,11.0,.524,.530,.311,1.0,7.4,4.1,20.4,1.0,0.1,13.3,19.4,,0.7,0.5,1.2,.038,,-1.2,-1.8,-3.0,-0.4,2016-17,D.J.Augustin2016-17
Bismack Biyombo,C,24,ORL,81,1793,12.2,.546,.000,.690,9.3,25.6,17.2,6.0,0.7,4.1,17.7,13.2,,0.8,2.1,2.9,.077,,-3.4,0.2,-3.2,-0.6,2016-17,BismackBiyombo2016-17
Anthony Brown,SF,24,ORL,2,16,18.5,.500,.333,.000,13.2,35.0,23.8,23.0,0.0,0.0,10.0,27.5,,0.0,0.0,0.0,.076,,-0.1,-3.1,-3.2,0.0,2016-17,AnthonyBrown2016-17
Evan Fournier,SG,24,ORL,68,2234,13.9,.555,.387,.298,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,,1.7,1.1,2.8,.059,,-0.2,-1.1,-1.3,0.4,2016-17,EvanFournier2016-17
Patricio Garino,SG,23,ORL,5,43,-9.2,.000,.714,.000,2.5,15.6,8.9,0.0,0.0,0.0,30.0,10.2,,-0.2,0.0,-0.2,-0.250,,-13.3,-4.6,-17.9,-0.2,2016-17,PatricioGarino2016-17
Marcus Georges-Hunt,SG,22,ORL,5,48,10.2,.614,.286,1.429,2.2,18.7,10.2,8.3,1.0,0.0,14.9,12.3,,0.1,0.0,0.1,.107,,-4.0,-0.5,-4.5,0.0,2016-17,MarcusGeorges-Hunt2016-17
Aaron Gordon,SF,21,ORL,80,2298,14.5,.530,.309,.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,,2.0,1.7,3.7,.077,,-0.3,-0.7,-1.0,0.6,2016-17,AaronGordon2016-17
Jeff Green,PF,30,ORL,69,1534,10.5,.505,.346,.301,2.7,12.8,7.6,8.1,1.2,0.7,10.6,20.3,,-0.2,0.9,0.7,.022,,-2.4,-1.2,-3.6,-0.6,2016-17,JeffGreen2016-17
Mario Hezonja,SF,21,ORL,65,960,7.2,.450,.436,.152,2.2,14.7,8.3,9.6,1.5,1.3,14.1,18.8,,-1.4,0.8,-0.7,-0.033,,-4.1,-0.9,-5.0,-0.7,2016-17,MarioHezonja2016-17
Serge Ibaka,PF,27,ORL,56,1710,17.5,.569,.304,.129,6.2,18.5,12.2,5.9,1.0,4.3,8.2,20.8,,2.1,1.7,3.8,.108,,0.9,-0.2,0.7,1.2,2016-17,SergeIbaka2016-17
Jodie Meeks,SG,29,ORL,36,738,13.1,.567,.535,.289,0.7,10.9,5.7,9.3,2.3,0.4,11.1,19.4,,0.5,0.6,1.1,.073,,-1.3,-0.4,-1.8,0.1,2016-17,JodieMeeks2016-17
Arinze Onuaku,C,29,ORL,8,28,5.8,.500,.000,.000,7.6,16.0,11.7,9.9,0.0,2.9,33.3,9.4,,0.0,0.0,0.0,-0.005,,-6.1,-0.3,-6.4,0.0,2016-17,ArinzeOnuaku2016-17
Elfrid Payton,PG,22,ORL,82,2412,17.2,.520,.160,.231,3.9,13.9,8.7,35.7,1.8,1.3,15.0,21.6,,2.4,2.0,4.4,.088,,0.8,0.0,0.8,1.7,2016-17,ElfridPayton2016-17
Terrence Ross,SF,25,ORL,24,748,11.1,.536,.506,.101,0.6,9.6,5.0,9.0,2.3,1.4,11.2,18.5,,0.0,0.6,0.6,.037,,-2.5,0.0,-2.5,-0.1,2016-17,TerrenceRoss2016-17
Damjan Rudež,SF,30,ORL,45,314,6.3,.466,.727,.000,1.7,7.1,4.3,9.2,1.9,0.3,9.3,13.6,,-0.1,0.2,0.1,.008,,-4.2,-0.3,-4.5,-0.2,2016-17,DamjanRudež2016-17
Nikola Vučević,C,26,ORL,75,2163,19.1,.498,.073,.155,8.6,31.3,19.6,16.9,1.7,2.8,9.6,24.8,,0.8,3.1,4.0,.088,,0.8,0.6,1.4,1.9,2016-17,NikolaVučević2016-17
C.J. Watson,PG,32,ORL,62,1012,9.3,.507,.423,.266,1.7,8.1,4.8,16.1,2.1,0.2,14.5,14.1,,0.2,0.6,0.9,.041,,-3.8,0.2,-3.6,-0.4,2016-17,C.J.Watson2016-17
C.J. Wilcox,SG,26,ORL,22,108,2.9,.329,.484,.065,3.9,8.3,6.1,15.5,0.9,0.7,15.8,15.4,,-0.2,0.0,-0.2,-0.090,,-6.2,-1.9,-8.1,-0.2,2016-17,C.J.Wilcox2016-17
Stephen Zimmerman,C,20,ORL,19,108,7.3,.346,.000,.161,10.8,24.9,17.6,5.3,0.9,3.7,8.3,14.8,,-0.1,0.1,0.0,-0.005,,-6.6,-1.7,-8.3,-0.2,2016-17,StephenZimmerman2016-17
Justin Anderson,SF,23,PHI,24,518,12.8,.564,.444,.253,6.4,14.1,10.2,10.4,1.2,1.1,12.6,17.2,,0.5,0.4,0.9,.084,,-0.8,-1.0,-1.9,0.0,2016-17,JustinAnderson2016-17
Jerryd Bayless,PG,28,PHI,3,71,8.7,.453,.156,.313,4.6,14.0,9.3,29.4,0.0,0.0,19.8,27.7,,-0.1,0.0,-0.1,-0.067,,-2.1,-2.4,-4.4,0.0,2016-17,JerrydBayless2016-17
Robert Covington,SF,26,PHI,67,2119,13.2,.534,.563,.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,,0.0,3.2,3.1,.071,,-1.2,1.4,0.2,1.1,2016-17,RobertCovington2016-17
Joel Embiid,C,22,PHI,31,786,24.1,.584,.228,.569,8.5,25.6,17.0,16.0,1.7,7.7,17.9,36.0,,0.5,1.5,1.9,.117,,1.9,2.7,4.5,1.3,2016-17,JoelEmbiid2016-17
Jerami Grant,PF,22,PHI,2,41,3.0,.390,.118,.471,0.0,16.2,8.1,0.0,0.0,7.7,12.8,24.9,,-0.2,0.0,-0.1,-0.144,,-8.0,-0.3,-8.3,-0.1,2016-17,JeramiGrant2016-17
Justin Harper,PF,27,PHI,3,31,4.9,.500,.583,.000,7.1,10.7,8.9,10.5,0.0,0.0,25.0,22.4,,-0.1,0.0,-0.1,-0.103,,-5.1,-5.2,-10.3,-0.1,2016-17,JustinHarper2016-17
Gerald Henderson,SG,29,PHI,72,1667,10.8,.529,.313,.298,2.2,10.0,6.1,10.5,1.2,0.7,9.0,17.9,,1.0,1.0,2.0,.059,,-2.2,-0.9,-3.1,-0.5,2016-17,GeraldHenderson2016-17
Richaun Holmes,C,23,PHI,57,1193,18.6,.611,.187,.250,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,,2.2,1.6,3.8,.151,,0.5,0.5,1.0,0.9,2016-17,RichaunHolmes2016-17
Ersan İlyasova,PF,29,PHI,53,1447,15.4,.553,.460,.219,5.4,18.5,12.0,11.5,1.1,0.8,9.9,23.6,,1.4,1.3,2.6,.088,,1.3,-0.8,0.4,0.9,2016-17,Ersanİlyasova2016-17
Shawn Long,C,24,PHI,18,234,24.1,.595,.174,.321,19.3,20.8,20.0,10.7,1.9,3.1,9.5,25.4,,0.6,0.3,0.9,.195,,2.3,-1.1,1.2,0.2,2016-17,ShawnLong2016-17
Timothé Luwawu-Cabarrot,SF,21,PHI,69,1190,8.5,.536,.446,.341,2.3,11.5,6.9,9.6,1.3,0.7,15.0,17.8,,0.0,0.8,0.8,.034,,-3.9,-0.7,-4.6,-0.8,2016-17,TimothéLuwawu-Cabarrot2016-17
T.J. McConnell,PG,24,PHI,81,2133,13.7,.504,.107,.176,2.0,11.0,6.5,37.5,3.1,0.4,22.4,14.4,,1.4,2.4,3.8,.084,,-2.0,1.0,-1.0,0.5,2016-17,T.J.McConnell2016-17
Nerlens Noel,C,22,PHI,29,564,20.8,.634,.006,.360,9.0,19.2,14.1,9.0,3.7,3.7,12.5,17.8,,1.1,1.0,2.2,.184,,0.4,2.8,3.2,0.7,2016-17,NerlensNoel2016-17
Jahlil Okafor,C,21,PHI,50,1134,14.8,.546,.000,.335,7.8,15.5,11.7,9.0,0.9,3.4,14.4,24.1,,0.1,1.1,1.2,.050,,-1.9,-0.6,-2.5,-0.1,2016-17,JahlilOkafor2016-17
Alex Poythress,PF,23,PHI,6,157,13.2,.548,.352,.185,7.7,12.7,10.2,5.1,0.9,1.0,4.9,16.9,,0.2,0.1,0.3,.099,,-0.8,-2.1,-2.9,0.0,2016-17,AlexPoythress2016-17
Chasson Randle,PG,23,PHI,8,74,17.7,.671,.577,.462,0.0,7.5,3.7,13.2,2.0,1.1,8.8,20.1,,0.2,0.1,0.3,.197,,1.4,1.5,2.9,0.1,2016-17,ChassonRandle2016-17
Sergio Rodríguez,PG,30,PHI,68,1518,11.1,.484,.470,.050,1.5,9.9,5.7,35.4,1.6,0.2,18.9,19.3,,-0.3,1.0,0.7,.023,,-1.2,-1.6,-2.7,-0.3,2016-17,SergioRodríguez2016-17
Dario Šarić,PF,22,PHI,81,2129,12.8,.508,.368,.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,,-1.2,2.2,1.0,.023,,-1.3,-0.9,-2.3,-0.2,2016-17,DarioŠarić2016-17
Tiago Splitter,C,32,PHI,8,76,15.0,.544,.194,.355,11.6,20.3,15.9,8.9,0.6,1.0,14.3,23.9,,0.1,0.1,0.1,.072,,-1.6,-2.7,-4.3,0.0,2016-17,TiagoSplitter2016-17
Nik Stauskas,SG,23,PHI,80,2188,9.0,.540,.566,.237,1.1,10.3,5.7,12.9,1.0,1.2,15.5,16.4,,0.1,1.4,1.4,.031,,-2.1,-0.8,-2.8,-0.5,2016-17,NikStauskas2016-17
Hollis Thompson,SG,25,PHI,31,561,9.0,.510,.447,.126,2.9,13.6,8.2,7.0,1.2,0.8,5.1,13.7,,0.3,0.4,0.7,.060,,-2.3,-0.1,-2.4,-0.1,2016-17,HollisThompson2016-17
Leandro Barbosa,SG,34,PHO,67,963,11.5,.509,.250,.115,1.6,10.3,5.9,13.0,1.5,0.7,10.4,20.0,,0.3,0.4,0.6,.031,,-1.7,-0.9,-2.5,-0.1,2016-17,LeandroBarbosa2016-17
Dragan Bender,PF,19,PHO,43,574,5.3,.440,.627,.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,,-0.7,0.3,-0.3,-0.029,,-4.3,-0.7,-5.1,-0.4,2016-17,DraganBender2016-17
Eric Bledsoe,PG,27,PHO,66,2176,20.5,.563,.300,.443,2.5,13.8,8.0,31.1,2.0,1.2,15.3,28.1,,4.0,1.4,5.3,.118,,3.7,-0.1,3.6,3.1,2016-17,EricBledsoe2016-17
Devin Booker,SG,20,PHO,78,2730,14.6,.531,.283,.308,1.8,8.3,5.0,16.3,1.3,0.6,12.9,28.6,,1.3,0.6,2.0,.035,,0.3,-2.3,-1.9,0.1,2016-17,DevinBooker2016-17
Tyson Chandler,C,34,PHO,47,1298,16.6,.703,.000,.544,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,,2.7,1.3,4.1,.151,,0.7,-0.3,0.3,0.8,2016-17,TysonChandler2016-17
Marquese Chriss,PF,19,PHO,82,1743,12.3,.529,.354,.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,,0.3,1.5,1.8,.050,,-2.2,-0.1,-2.2,-0.1,2016-17,MarqueseChriss2016-17
Jared Dudley,PF,31,PHO,64,1362,10.6,.579,.587,.188,2.4,15.9,9.0,12.5,1.5,0.9,16.3,13.8,,1.1,0.7,1.8,.064,,-1.1,0.1,-1.0,0.3,2016-17,JaredDudley2016-17
Jarell Eddie,SF,25,PHO,5,62,9.7,.523,.842,.474,1.7,10.8,6.1,0.0,0.8,0.0,4.2,16.2,,0.1,0.0,0.1,.054,,-0.8,-1.7,-2.4,0.0,2016-17,JarellEddie2016-17
John Jenkins,SG,25,PHO,4,13,17.3,.595,.400,.400,0.0,8.6,4.2,11.5,0.0,0.0,0.0,18.9,,0.0,0.0,0.0,.167,,4.3,-2.1,2.2,0.0,2016-17,JohnJenkins2016-17
Derrick Jones,SF,19,PHO,32,545,12.0,.604,.091,.339,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,,0.9,0.2,1.1,.098,,-1.6,-0.7,-2.3,0.0,2016-17,DerrickJones2016-17
Brandon Knight,SG,25,PHO,54,1140,12.4,.502,.265,.293,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25.0,,0.1,0.2,0.3,.015,,-0.8,-2.1,-2.8,-0.2,2016-17,BrandonKnight2016-17
Alex Len,C,23,PHO,77,1560,15.0,.553,.026,.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,,1.2,1.7,3.0,.091,,-2.4,0.1,-2.3,-0.1,2016-17,AlexLen2016-17
Elijah Millsap,SG,29,PHO,2,23,-3.4,.190,.286,.286,13.8,14.6,14.2,5.6,0.0,0.0,20.2,18.0,,-0.1,0.0,-0.1,-0.233,,-12.0,-7.0,-19.0,-0.1,2016-17,ElijahMillsap2016-17
Ronnie Price,PG,33,PHO,14,134,5.9,.272,.708,.167,2.4,6.7,4.5,16.9,3.9,0.6,10.4,9.0,,-0.1,0.1,0.0,.002,,-5.7,2.3,-3.4,0.0,2016-17,RonniePrice2016-17
P.J. Tucker,SF,31,PHO,57,1627,10.6,.517,.384,.218,6.1,17.0,11.4,6.1,2.5,0.7,11.8,11.3,,1.0,1.3,2.4,.069,,-1.5,0.9,-0.6,0.6,2016-17,P.J.Tucker2016-17
Tyler Ulis,PG,21,PHO,61,1123,13.0,.474,.181,.162,1.9,7.5,4.6,30.5,2.0,0.4,14.1,20.3,,0.3,0.4,0.7,.029,,-0.9,-1.4,-2.4,-0.1,2016-17,TylerUlis2016-17
T.J. Warren,SF,23,PHO,66,2048,15.6,.539,.120,.189,6.5,11.7,9.0,5.8,1.8,1.5,6.1,19.2,,3.0,1.1,4.1,.096,,0.1,-0.7,-0.6,0.7,2016-17,T.J.Warren2016-17
Alan Williams,C,24,PHO,47,708,19.5,.547,.004,.419,14.0,31.2,22.4,5.2,1.8,3.7,10.5,20.9,,1.1,0.9,2.1,.142,,-0.8,-0.6,-1.3,0.1,2016-17,AlanWilliams2016-17
Al-Farouq Aminu,PF,26,POR,61,1773,11.3,.506,.455,.292,4.8,23.5,14.1,7.9,1.7,2.0,15.2,15.4,,-0.1,2.0,1.9,.051,,-1.4,0.4,-1.1,0.4,2016-17,Al-FarouqAminu2016-17
Pat Connaughton,SG,24,POR,39,316,11.8,.645,.458,.125,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13.0,,0.4,0.2,0.6,.090,,-0.4,-0.3,-0.7,0.1,2016-17,PatConnaughton2016-17
Allen Crabbe,SG,24,POR,79,2254,11.6,.602,.467,.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,,3.1,1.0,4.2,.089,,-0.7,-0.6,-1.3,0.4,2016-17,AllenCrabbe2016-17
Ed Davis,PF,27,POR,46,789,11.5,.563,.000,.570,13.4,20.9,17.1,4.6,0.9,2.2,17.2,12.0,,1.0,0.7,1.7,.104,,-3.2,-0.8,-4.1,-0.4,2016-17,EdDavis2016-17
Maurice Harkless,SF,23,POR,77,2223,13.1,.570,.311,.199,6.2,10.8,8.5,5.9,1.9,2.5,11.2,15.2,,2.3,1.9,4.2,.091,,-0.8,0.1,-0.6,0.8,2016-17,MauriceHarkless2016-17
Jake Layman,SF,22,POR,35,249,4.9,.404,.573,.191,2.7,8.0,5.3,6.2,1.8,1.0,10.2,19.0,,-0.4,0.1,-0.3,-0.054,,-5.2,-1.2,-6.4,-0.3,2016-17,JakeLayman2016-17
Meyers Leonard,PF,24,POR,74,1222,8.9,.507,.563,.106,2.4,19.1,10.8,8.4,0.5,1.8,8.1,15.5,,0.5,0.8,1.4,.053,,-2.6,-0.6,-3.3,-0.4,2016-17,MeyersLeonard2016-17
Damian Lillard,PG,26,POR,75,2694,24.1,.586,.389,.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,,8.8,1.5,10.4,.185,,6.1,-1.1,5.0,4.8,2016-17,DamianLillard2016-17
CJ McCollum,SG,25,POR,80,2796,19.9,.585,.305,.204,2.4,9.1,5.7,18.0,1.3,1.2,9.9,27.5,,6.2,1.4,7.6,.131,,3.4,-1.4,2.0,2.8,2016-17,CJMcCollum2016-17
Shabazz Napier,PG,25,POR,53,512,13.6,.533,.503,.268,1.7,11.5,6.6,19.5,3.1,0.3,16.7,21.2,,0.1,0.5,0.6,.060,,-0.8,0.5,-0.4,0.2,2016-17,ShabazzNapier2016-17
Jusuf Nurkić,C,22,POR,20,584,21.1,.545,.004,.411,12.3,27.1,19.7,17.7,2.1,5.2,18.2,25.7,,0.4,1.0,1.4,.116,,-0.4,1.3,0.9,0.4,2016-17,JusufNurkić2016-17
Mason Plumlee,C,26,POR,54,1516,18.9,.552,.011,.507,8.7,22.9,15.8,21.4,1.6,3.3,14.0,18.3,,2.8,1.8,4.6,.147,,1.2,1.6,2.8,1.8,2016-17,MasonPlumlee2016-17
Tim Quarterman,SG,22,POR,16,80,10.2,.511,.448,.103,5.5,13.9,9.7,21.1,1.2,3.0,26.6,22.8,,-0.1,0.1,-0.1,-0.044,,-2.0,-0.9,-2.8,0.0,2016-17,TimQuarterman2016-17
Evan Turner,SF,28,POR,65,1658,11.4,.491,.214,.187,2.4,14.2,8.3,18.4,1.6,1.2,14.3,18.5,,0.0,1.2,1.2,.035,,-2.3,-0.1,-2.5,-0.2,2016-17,EvanTurner2016-17
Noah Vonleh,PF,21,POR,74,1265,10.8,.525,.074,.348,11.4,22.5,17.0,3.4,1.2,1.7,17.1,13.1,,0.6,1.2,1.8,.069,,-3.0,-0.9,-3.9,-0.6,2016-17,NoahVonleh2016-17
Arron Afflalo,SG,31,SAC,61,1580,8.9,.559,.360,.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,,1.2,0.2,1.4,.043,,-2.1,-1.5,-3.6,-0.7,2016-17,ArronAfflalo2016-17
Matt Barnes,SF,36,SAC,54,1367,10.2,.501,.551,.172,4.7,19.9,12.4,16.3,1.3,1.1,16.8,16.4,,-0.1,1.0,1.0,.034,,-1.6,-0.1,-1.6,0.1,2016-17,MattBarnes2016-17
Omri Casspi,PF,28,SAC,22,397,11.4,.511,.248,.179,5.9,20.2,13.1,10.1,1.3,0.2,11.9,16.3,,0.1,0.3,0.4,.043,,-1.8,-0.9,-2.6,-0.1,2016-17,OmriCasspi2016-17
Willie Cauley-Stein,C,23,SAC,75,1421,16.3,.558,.004,.314,7.0,20.4,13.8,9.4,1.9,2.8,11.2,19.7,,1.4,1.5,2.9,.100,,-1.2,0.2,-1.0,0.3,2016-17,WillieCauley-Stein2016-17
Darren Collison,PG,29,SAC,68,2063,15.3,.570,.245,.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,,3.1,0.8,3.9,.091,,0.3,-1.2,-0.9,0.6,2016-17,DarrenCollison2016-17
DeMarcus Cousins,C,26,SAC,55,1891,26.5,.562,.239,.491,7.1,28.3,17.8,27.4,2.0,3.6,13.2,37.5,,3.4,2.6,6.0,.153,,5.6,1.6,7.2,4.4,2016-17,DeMarcusCousins2016-17
Tyreke Evans,SF,27,SAC,14,314,14.9,.516,.336,.238,2.6,16.0,9.4,17.7,1.9,1.5,12.2,26.0,,0.0,0.3,0.2,.034,,1.0,-0.1,0.9,0.2,2016-17,TyrekeEvans2016-17
Jordan Farmar,PG,30,SAC,2,35,14.4,.500,.750,.000,3.3,6.5,5.0,38.6,2.9,0.0,20.0,19.4,,0.0,0.0,0.0,.063,,2.8,-0.7,2.1,0.0,2016-17,JordanFarmar2016-17
Langston Galloway,PG,25,SAC,19,375,8.0,.522,.385,.115,2.2,8.5,5.4,11.2,0.8,0.2,14.1,15.4,,0.0,0.1,0.1,.007,,-2.6,-2.1,-4.7,-0.3,2016-17,LangstonGalloway2016-17
Rudy Gay,SF,30,SAC,30,1013,17.9,.559,.256,.312,4.0,17.5,10.8,14.1,2.2,2.3,12.8,25.8,,0.8,1.0,1.8,.087,,1.4,0.5,1.9,1.0,2016-17,RudyGay2016-17
Buddy Hield,SG,24,SAC,25,727,14.9,.600,.466,.145,2.6,13.7,8.2,10.3,1.4,0.3,14.4,22.9,,0.4,0.4,0.8,.053,,1.1,-1.9,-0.8,0.2,2016-17,BuddyHield2016-17
Kosta Koufos,C,27,SAC,71,1419,13.8,.560,.003,.158,9.7,23.0,16.4,5.3,1.3,3.1,12.7,15.3,,1.2,1.4,2.6,.089,,-2.1,-0.4,-2.5,-0.2,2016-17,KostaKoufos2016-17
Skal Labissière,PF,20,SAC,33,612,16.8,.577,.037,.339,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,,0.7,0.5,1.3,.099,,-0.9,-1.4,-2.3,0.0,2016-17,SkalLabissière2016-17
Ty Lawson,PG,29,SAC,69,1732,15.4,.551,.226,.416,3.0,8.9,6.0,29.9,2.2,0.3,17.3,19.5,,2.2,1.0,3.2,.088,,-0.2,-0.8,-1.0,0.4,2016-17,TyLawson2016-17
Ben McLemore,SG,23,SAC,61,1176,9.8,.538,.406,.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,,-0.1,0.5,0.4,.015,,-2.5,-1.7,-4.2,-0.6,2016-17,BenMcLemore2016-17
Georgios Papagiannis,C,19,SAC,22,355,12.7,.573,.020,.137,7.9,20.0,14.0,9.0,0.4,4.4,18.2,16.9,,0.1,0.3,0.4,.057,,-3.1,-0.6,-3.8,-0.2,2016-17,GeorgiosPapagiannis2016-17
Malachi Richardson,SG,21,SAC,22,198,9.6,.517,.412,.279,1.8,11.5,6.7,8.7,1.3,0.5,9.5,19.3,,0.0,0.1,0.1,.028,,-3.4,-1.4,-4.8,-0.1,2016-17,MalachiRichardson2016-17
Garrett Temple,SG,30,SAC,65,1728,11.2,.545,.509,.171,2.2,10.1,6.2,14.4,2.5,1.5,14.4,14.2,,0.9,1.3,2.2,.061,,-1.5,0.8,-0.8,0.5,2016-17,GarrettTemple2016-17
Anthony Tolliver,PF,31,SAC,65,1477,11.1,.595,.655,.234,4.0,14.4,9.3,7.7,1.2,1.2,12.6,13.6,,1.5,0.8,2.3,.075,,-0.1,-0.8,-1.0,0.4,2016-17,AnthonyTolliver2016-17
LaMarcus Aldridge,PF,31,SAS,72,2335,18.6,.532,.053,.258,8.5,16.6,12.7,9.9,1.0,3.0,7.7,24.5,,3.5,3.7,7.2,.149,,0.7,0.1,0.8,1.7,2016-17,LaMarcusAldridge2016-17
Kyle Anderson,SF,23,SAS,72,1020,12.5,.525,.191,.273,3.7,19.0,11.5,12.4,2.5,2.1,14.3,12.1,,0.7,2.0,2.7,.127,,-1.4,3.2,1.8,1.0,2016-17,KyleAnderson2016-17
Joel Anthony,C,34,SAS,19,122,11.6,.640,.000,.500,7.6,20.9,14.4,3.4,0.8,4.0,17.0,8.7,,0.1,0.2,0.4,.141,,-3.5,1.4,-2.1,0.0,2016-17,JoelAnthony2016-17
Dāvis Bertāns,PF,24,SAS,67,808,12.9,.609,.739,.145,3.2,10.4,6.9,8.3,1.3,2.8,11.4,15.7,,1.1,1.2,2.3,.135,,0.5,0.8,1.3,0.7,2016-17,DāvisBertāns2016-17
Dewayne Dedmon,C,27,SAS,76,1330,16.0,.645,.000,.359,11.2,30.6,21.1,4.8,1.4,3.7,16.9,12.3,,2.3,3.0,5.2,.189,,-1.4,2.0,0.6,0.9,2016-17,DewayneDedmon2016-17
Bryn Forbes,SG,23,SAS,36,285,5.9,.462,.535,.061,0.8,8.2,4.6,11.7,0.2,0.0,9.8,17.9,,-0.2,0.2,0.1,.014,,-3.9,-1.5,-5.4,-0.2,2016-17,BrynForbes2016-17
