,PLAYER,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg,SEASON,index
5223,Sterling Brown,SG,23,MIL,58,7,1034,6.5,14.0,.465,2.4,6.6,.361,4.1,7.4,.558,1.3,1.9,.690,1.3,7.0,8.3,3.8,1.1,0.4,2.1,4.0,16.7,,109,108,2018-19,SterlingBrown2018-19
5224,Isaiah Canaan,PG,27,MIL,4,0,31,3.0,9.0,.333,3.0,7.5,.400,0.0,1.5,.000,0.0,0.0,,1.5,4.5,6.0,4.5,0.0,1.5,3.0,3.0,9.0,,95,110,2018-19,IsaiahCanaan2018-19
5225,Bonzie Colson,SF,23,MIL,8,2,98,6.2,18.5,.333,2.4,10.0,.238,3.8,8.5,.444,3.8,4.3,.889,3.8,10.4,14.2,1.4,2.4,0.5,1.4,1.4,18.5,,100,103,2018-19,BonzieColson2018-19
5226,Pat Connaughton,SG,26,MIL,61,2,1261,6.0,12.9,.466,2.4,7.4,.330,3.6,5.5,.647,1.1,1.5,.725,2.2,7.3,9.5,4.5,1.2,0.9,1.2,3.0,15.5,,122,107,2018-19,PatConnaughton2018-19
5227,Matthew Dellavedova,PG,28,MIL,12,0,97,2.9,9.1,.316,1.9,5.3,.364,1.0,3.8,.250,1.9,1.9,1.000,0.0,4.8,4.8,13.9,1.0,0.0,5.3,4.3,9.6,,99,110,2018-19,MatthewDellavedova2018-19
5228,Donte DiVincenzo,SG,22,MIL,27,0,411,5.7,14.0,.403,2.5,9.4,.265,3.2,4.6,.683,1.0,1.4,.750,1.8,5.5,7.3,3.5,1.5,0.7,2.1,4.3,14.8,,102,107,2018-19,DonteDiVincenzo2018-19
5229,Trevon Duval,PG,20,MIL,3,0,6,15.5,23.2,.667,7.7,7.7,1.000,7.7,15.5,.500,0.0,0.0,,0.0,7.7,7.7,15.5,0.0,0.0,0.0,0.0,38.7,,179,110,2018-19,TrevonDuval2018-19
5230,Tim Frazier,PG,28,MIL,12,2,211,6.2,14.5,.424,2.2,5.3,.417,4.0,9.3,.429,2.0,2.9,.692,2.0,4.8,6.8,9.3,1.1,0.2,3.5,4.2,16.5,,109,109,2018-19,TimFrazier2018-19
5231,Pau Gasol,C,38,MIL,3,0,30,1.5,9.3,.167,1.5,4.6,.333,0.0,4.6,.000,1.5,3.1,.500,0.0,15.5,15.5,3.1,0.0,1.5,3.1,1.5,6.2,,59,104,2018-19,PauGasol2018-19
5232,John Henson,C,28,MIL,14,0,188,7.7,16.6,.463,2.7,7.7,.355,4.9,8.9,.556,1.5,2.5,.600,4.0,13.6,17.6,3.5,1.7,2.7,3.0,4.0,19.5,,108,99,2018-19,JohnHenson2018-19
5233,George Hill,PG,32,MIL,47,0,958,5.6,13.0,.428,1.7,6.1,.280,3.9,7.0,.556,2.6,3.2,.815,1.3,4.6,5.9,4.8,1.9,0.3,1.5,3.3,15.4,,113,107,2018-19,GeorgeHill2018-19
5234,Ersan İlyasova,PF,31,MIL,67,7,1231,6.3,14.4,.438,2.2,6.0,.363,4.1,8.3,.493,2.3,2.8,.824,3.5,7.9,11.4,2.0,1.2,0.8,1.8,6.5,17.1,,112,106,2018-19,Ersanİlyasova2018-19
5235,Brook Lopez,C,30,MIL,81,81,2322,7.1,15.7,.452,3.7,10.2,.365,3.4,5.5,.613,2.2,2.7,.842,0.7,7.3,7.9,2.0,1.0,3.6,1.6,3.8,20.2,,113,103,2018-19,BrookLopez2018-19
5236,Thon Maker,C,21,MIL,35,0,409,6.7,15.2,.440,3.0,8.9,.333,3.7,6.4,.589,2.3,4.2,.541,1.9,9.0,10.9,2.0,1.1,2.0,1.0,6.2,18.6,,112,104,2018-19,ThonMaker2018-19
5237,Khris Middleton,SF,27,MIL,77,77,2393,9.8,22.3,.441,3.5,9.2,.378,6.4,13.1,.485,4.2,5.0,.837,1.0,8.0,9.0,6.4,1.6,0.1,3.4,3.3,27.3,,109,106,2018-19,KhrisMiddleton2018-19
5238,Nikola Mirotić,PF,27,MIL,14,3,320,8.1,19.6,.415,4.5,12.6,.356,3.6,7.0,.521,2.9,3.3,.870,2.0,8.9,10.9,2.9,1.5,1.3,1.6,3.0,23.7,,113,105,2018-19,NikolaMirotić2018-19
5239,Jaylen Morris,SG,23,MIL,4,0,29,6.4,16.0,.400,1.6,4.8,.333,4.8,11.2,.429,1.6,3.2,.500,0.0,8.0,8.0,6.4,3.2,0.0,1.6,1.6,16.0,,100,103,2018-19,JaylenMorris2018-19
5240,Jason Smith,PF,32,MIL,6,0,40,4.6,15.1,.308,3.5,10.5,.333,1.2,4.6,.250,2.3,2.3,1.000,3.5,9.3,12.8,1.2,2.3,2.3,5.8,7.0,15.1,,80,101,2018-19,JasonSmith2018-19
5241,Tony Snell,SF,27,MIL,74,12,1304,5.8,12.9,.452,2.9,7.3,.397,2.9,5.6,.522,1.3,1.5,.881,1.0,4.6,5.6,2.4,0.9,0.6,0.8,3.2,15.8,,119,109,2018-19,TonySnell2018-19
5242,D.J. Wilson,PF,22,MIL,48,3,882,5.5,13.2,.414,2.4,6.7,.362,3.1,6.5,.468,1.4,2.5,.553,2.4,9.3,11.7,2.7,0.9,1.1,1.7,4.5,14.8,,106,106,2018-19,D.J.Wilson2018-19
5243,Christian Wood,PF,23,MIL,13,0,62,9.0,18.7,.480,2.2,3.7,.600,6.7,15.0,.450,7.5,11.2,.667,3.0,12.0,15.0,1.5,0.0,0.0,2.2,2.2,27.7,,115,108,2018-19,ChristianWood2018-19
5244,Keita Bates-Diop,SF,23,MIN,30,3,503,5.7,13.5,.423,1.2,5.0,.250,4.5,8.6,.522,1.7,2.7,.643,1.5,6.4,7.9,1.6,1.7,1.3,1.3,2.8,14.4,,100,113,2018-19,KeitaBates-Diop2018-19
5245,Jerryd Bayless,PG,30,MIN,34,6,657,6.0,16.8,.357,2.1,7.1,.296,3.9,9.6,.402,1.2,2.0,.571,0.8,3.7,4.5,8.7,1.3,0.1,2.3,4.1,15.2,,98,117,2018-19,JerrydBayless2018-19
5246,Jimmy Butler,SG,29,MIN,10,10,361,9.8,20.8,.471,2.3,6.0,.378,7.6,14.9,.509,6.4,8.1,.787,2.1,4.8,6.9,5.7,3.2,1.3,1.9,2.4,28.3,,122,111,2018-19,JimmyButler2018-19
5247,Isaiah Canaan,PG,27,MIN,7,1,95,5.5,14.6,.379,3.5,9.6,.368,2.0,5.0,.400,2.0,2.0,1.000,0.0,2.5,2.5,9.6,1.0,0.5,2.0,2.0,16.6,,117,118,2018-19,IsaiahCanaan2018-19
5248,Robert Covington,SF,28,MIN,22,22,763,6.7,15.4,.433,3.5,9.3,.372,3.2,6.1,.526,3.2,4.1,.773,1.3,6.6,7.9,2.0,3.1,1.5,1.6,5.1,20.0,,115,109,2018-19,RobertCovington2018-19
5249,Mitch Creek,SF,26,MIN,1,0,12,12.0,24.0,.500,0.0,4.0,.000,12.0,20.0,.600,0.0,0.0,,4.0,4.0,8.0,4.0,4.0,0.0,4.0,0.0,24.0,,96,111,2018-19,MitchCreek2018-19
5250,Luol Deng,SF,33,MIN,22,2,392,7.2,14.4,.500,1.7,5.4,.318,5.5,9.0,.608,3.1,4.3,.714,2.4,6.5,8.9,2.2,1.8,1.0,1.7,2.9,19.2,,117,113,2018-19,LuolDeng2018-19
5251,Gorgui Dieng,C,29,MIN,76,2,1031,8.8,17.5,.501,0.9,2.6,.339,7.9,14.9,.530,4.1,4.9,.830,3.8,10.7,14.5,3.3,2.2,1.9,2.6,6.2,22.5,,114,108,2018-19,GorguiDieng2018-19
5252,Taj Gibson,PF,33,MIN,70,57,1686,8.6,15.3,.566,0.3,1.0,.324,8.3,14.3,.583,3.8,5.0,.757,4.9,8.1,13.0,2.4,1.5,1.1,2.1,5.3,21.4,,123,112,2018-19,TajGibson2018-19
5253,Tyus Jones,PG,22,MIN,68,23,1560,5.7,13.7,.415,1.2,3.9,.317,4.5,9.8,.453,1.8,2.1,.841,0.7,3.4,4.1,10.0,2.5,0.2,1.4,2.4,14.4,,116,114,2018-19,TyusJones2018-19
5254,James Nunnally,SF,28,MIN,13,0,64,6.7,15.7,.429,3.7,9.7,.385,3.0,6.0,.500,3.0,3.0,1.000,0.0,3.0,3.0,3.7,0.7,0.0,0.7,3.0,20.2,,124,119,2018-19,JamesNunnally2018-19
5255,Josh Okogie,SG,20,MIN,74,52,1757,5.3,13.9,.386,1.6,5.9,.279,3.7,8.0,.464,3.2,4.4,.728,1.1,4.8,5.9,2.5,2.4,0.9,1.7,4.5,15.5,,101,113,2018-19,JoshOkogie2018-19
5256,Cameron Reynolds,SG,23,MIN,19,0,259,6.1,14.4,.423,3.9,9.4,.412,2.2,5.0,.444,1.5,1.7,.889,0.7,5.0,5.7,2.4,1.1,0.4,0.9,4.8,17.6,,118,116,2018-19,CameronReynolds2018-19
5257,Derrick Rose,PG,30,MIN,51,13,1392,12.5,25.9,.482,1.9,5.0,.370,10.6,20.9,.509,4.7,5.5,.856,1.1,3.7,4.8,7.6,1.1,0.4,2.8,2.0,31.6,,114,117,2018-19,DerrickRose2018-19
5258,Dario Šarić,PF,24,MIN,68,28,1627,7.5,16.6,.454,2.9,7.5,.383,4.7,9.2,.511,3.1,3.5,.875,3.1,7.8,10.9,3.0,1.2,0.2,2.1,4.2,21.0,,116,114,2018-19,DarioŠarić2018-19
5259,Jeff Teague,PG,30,MIN,42,41,1264,6.7,15.8,.423,1.3,4.0,.333,5.3,11.8,.453,4.7,5.8,.804,0.6,3.4,4.0,13.0,1.6,0.7,3.7,3.4,19.3,,112,116,2018-19,JeffTeague2018-19
5260,Jared Terrell,SG,23,MIN,14,0,111,5.2,16.8,.308,1.7,7.3,.235,3.5,9.5,.364,1.3,2.6,.500,0.4,2.2,2.6,5.2,1.3,0.9,4.3,6.9,13.4,,74,117,2018-19,JaredTerrell2018-19
5261,Anthony Tolliver,PF,33,MIN,65,0,1079,4.4,11.5,.382,3.6,9.5,.377,0.8,2.0,.409,2.1,2.7,.783,0.7,7.2,7.9,2.0,0.8,0.9,1.6,4.0,14.5,,110,115,2018-19,AnthonyTolliver2018-19
5262,Karl-Anthony Towns,C,23,MIN,77,77,2545,12.8,24.7,.518,2.7,6.7,.400,10.1,18.1,.562,7.1,8.5,.836,5.0,13.0,18.0,4.9,1.3,2.4,4.5,5.5,35.4,,118,108,2018-19,Karl-AnthonyTowns2018-19
5263,Andrew Wiggins,SF,23,MIN,73,73,2543,9.4,22.8,.412,2.2,6.6,.339,7.2,16.2,.441,3.9,5.6,.699,1.6,5.1,6.6,3.5,1.3,0.9,2.6,2.9,24.9,,100,115,2018-19,AndrewWiggins2018-19
5264,C.J. Williams,SG,28,MIN,15,0,128,6.4,13.1,.486,1.9,6.0,.313,4.5,7.1,.632,0.0,0.4,.000,0.4,2.6,3.0,4.5,2.2,0.0,1.9,6.0,14.6,,107,115,2018-19,C.J.Williams2018-19
5265,Dairis Bertāns,SG,29,NOP,12,0,167,3.3,13.1,.255,2.8,9.5,.294,0.6,3.6,.154,0.0,0.0,,0.6,1.9,2.5,2.8,0.3,0.0,0.6,1.9,9.5,,86,120,2018-19,DairisBertāns2018-19
5266,Ian Clark,SG,27,NOP,60,6,973,7.2,18.3,.394,3.2,9.6,.327,4.1,8.6,.470,1.6,1.8,.892,0.6,3.6,4.3,4.5,1.1,0.4,2.8,4.5,19.2,,98,116,2018-19,IanClark2018-19
5267,Anthony Davis,C,25,NOP,56,56,1850,13.3,25.8,.517,1.2,3.6,.331,12.1,22.1,.547,8.6,10.9,.794,4.4,12.5,16.9,5.5,2.2,3.4,2.8,3.3,36.5,,122,105,2018-19,AnthonyDavis2018-19
5268,Cheick Diallo,PF,22,NOP,64,1,896,8.7,14.1,.620,0.1,0.2,.250,8.7,13.8,.625,2.6,3.5,.746,3.9,13.3,17.2,1.7,1.5,1.7,2.5,5.9,20.1,,119,108,2018-19,CheickDiallo2018-19
5269,Tim Frazier,PG,28,NOP,47,17,909,4.5,10.0,.451,1.4,3.9,.351,3.1,6.0,.517,1.6,2.1,.780,1.6,5.4,7.0,10.5,1.3,0.2,3.1,4.8,12.0,,115,115,2018-19,TimFrazier2018-19
5270,Andrew Harrison,PG,24,NOP,6,0,38,3.7,14.7,.250,2.4,12.2,.200,1.2,2.4,.500,1.2,2.4,.500,2.4,3.7,6.1,8.6,0.0,0.0,2.4,8.6,11.0,,91,119,2018-19,AndrewHarrison2018-19
5271,Solomon Hill,SF,27,NOP,44,15,878,3.6,9.4,.382,1.7,5.3,.317,1.9,4.1,.468,1.2,1.7,.719,1.8,5.2,7.0,2.9,1.2,0.5,1.6,4.2,10.1,,103,115,2018-19,SolomonHill2018-19
5272,Jrue Holiday,SG,28,NOP,67,67,2402,10.6,22.4,.472,2.3,7.0,.325,8.3,15.4,.539,4.0,5.2,.768,1.5,5.0,6.5,10.0,2.1,1.0,4.1,2.9,27.5,,111,112,2018-19,JrueHoliday2018-19
5273,Frank Jackson,PG,20,NOP,61,16,1169,7.7,17.8,.434,2.1,6.7,.314,5.6,11.1,.507,2.1,2.9,.740,1.0,4.3,5.3,2.7,1.0,0.1,1.9,3.7,19.7,,102,117,2018-19,FrankJackson2018-19
5274,Stanley Johnson,SF,22,NOP,18,0,247,7.2,17.1,.418,2.1,6.4,.324,5.1,10.7,.474,1.7,2.4,.692,1.7,6.2,7.9,5.3,2.3,0.2,4.9,4.1,18.1,,90,112,2018-19,StanleyJohnson2018-19
5275,Wesley Johnson,SF,31,NOP,26,13,377,4.3,10.8,.398,2.3,6.2,.380,2.0,4.7,.421,0.7,1.1,.667,1.2,5.4,6.7,2.0,1.5,0.9,1.5,5.5,11.7,,102,114,2018-19,WesleyJohnson2018-19
5276,Darius Miller,SF,28,NOP,69,15,1757,5.0,12.8,.390,3.5,9.6,.365,1.5,3.2,.467,1.5,1.9,.789,0.4,3.0,3.4,3.9,1.1,0.6,1.6,4.4,15.0,,110,116,2018-19,DariusMiller2018-19
5277,Nikola Mirotić,PF,27,NOP,32,22,925,9.1,20.5,.447,4.3,11.6,.368,4.9,8.8,.551,4.3,5.1,.842,2.3,11.0,13.3,1.8,1.1,1.3,1.9,4.3,26.8,,116,111,2018-19,NikolaMirotić2018-19
5278,E'Twaun Moore,SG,29,NOP,53,36,1463,8.1,16.9,.481,2.4,5.6,.432,5.7,11.3,.506,1.4,1.9,.763,1.1,2.9,4.0,3.2,1.3,0.3,1.9,3.6,20.1,,110,117,2018-19,E'TwaunMoore2018-19
5279,Jahlil Okafor,C,23,NOP,59,24,935,10.5,18.0,.586,0.0,0.2,.200,10.5,17.7,.591,2.9,4.4,.663,4.1,9.7,13.8,2.0,0.7,2.0,2.6,4.8,24.1,,115,112,2018-19,JahlilOkafor2018-19
5280,Elfrid Payton,PG,24,NOP,42,42,1250,6.7,15.3,.434,1.2,3.9,.314,5.4,11.4,.476,2.0,2.8,.743,1.8,6.4,8.2,11.9,1.6,0.6,4.2,3.0,16.6,,106,113,2018-19,ElfridPayton2018-19
5281,Julius Randle,PF,24,NOP,73,49,2232,11.9,22.7,.524,1.4,4.1,.344,10.5,18.6,.564,7.4,10.1,.731,3.4,9.8,13.2,4.8,1.1,0.9,4.3,5.1,32.6,,113,112,2018-19,JuliusRandle2018-19
5282,Jason Smith,C,32,NOP,2,0,20,4.6,20.9,.222,4.6,16.3,.286,0.0,4.6,.000,4.6,4.6,1.000,4.6,4.6,9.3,2.3,0.0,0.0,2.3,7.0,18.6,,93,118,2018-19,JasonSmith2018-19
5283,Kenrich Williams,SF,24,NOP,46,29,1079,4.6,12.0,.384,2.2,6.7,.333,2.4,5.3,.447,0.6,0.8,.684,2.4,7.1,9.4,3.6,1.9,0.8,1.6,4.1,12.0,,105,112,2018-19,KenrichWilliams2018-19
5284,Christian Wood,PF,23,NOP,8,2,189,12.0,22.6,.533,1.5,5.2,.286,10.6,17.5,.606,7.6,10.1,.756,3.2,12.3,15.5,1.5,1.7,2.5,3.4,3.4,33.2,,114,107,2018-19,ChristianWood2018-19
5285,Kadeem Allen,PG,26,NYK,19,1,416,7.5,16.3,.461,2.0,4.2,.472,5.6,12.2,.457,4.9,6.3,.778,0.9,5.0,5.9,8.8,1.9,0.5,3.0,5.3,21.9,,116,114,2018-19,KadeemAllen2018-19
5286,Ron Baker,SG,25,NYK,11,0,107,1.8,7.2,.250,0.5,4.1,.111,1.4,3.2,.429,2.3,2.7,.833,0.5,2.7,3.2,5.9,2.3,0.0,1.4,7.2,6.3,,94,115,2018-19,RonBaker2018-19
5287,Trey Burke,PG,26,NYK,33,7,689,10.4,25.0,.413,2.1,6.0,.349,8.3,19.0,.434,4.3,5.2,.827,1.0,3.3,4.3,6.6,1.5,0.3,2.0,2.3,27.1,,106,117,2018-19,TreyBurke2018-19
5288,Damyean Dotson,SG,24,NYK,73,40,2004,7.0,16.8,.415,3.0,8.2,.368,3.9,8.6,.461,1.8,2.4,.745,0.8,5.5,6.3,3.2,1.4,0.2,1.7,3.2,18.7,,105,116,2018-19,DamyeanDotson2018-19
5289,Henry Ellenson,PF,22,NYK,17,0,234,7.2,17.5,.412,3.1,7.0,.441,4.1,10.5,.392,3.5,4.7,.739,1.0,10.7,11.7,3.1,1.4,0.4,1.9,5.1,21.0,,107,112,2018-19,HenryEllenson2018-19
5290,Enes Freedom,C,26,NYK,44,23,1128,10.7,20.0,.536,0.3,0.9,.318,10.4,19.1,.547,4.5,5.5,.814,7.3,12.4,19.7,3.6,0.8,0.7,3.4,4.5,26.2,,117,112,2018-19,EnesFreedom2018-19
5291,Billy Garrett,SG,24,NYK,4,0,63,8.4,20.7,.407,0.0,6.1,.000,8.4,14.5,.579,3.1,3.1,1.000,0.0,2.3,2.3,5.4,0.8,0.8,1.5,2.3,19.9,,97,118,2018-19,BillyGarrett2018-19
5292,Tim Hardaway,SG,26,NYK,46,46,1499,9.1,23.3,.388,3.8,10.8,.347,5.3,12.5,.424,6.4,7.5,.854,0.8,4.3,5.2,3.9,1.4,0.2,2.6,3.4,28.3,,106,116,2018-19,TimHardaway2018-19
5293,Mario Hezonja,SF,23,NYK,58,24,1206,7.6,18.5,.412,1.7,6.1,.276,6.0,12.5,.478,3.5,4.6,.763,1.1,8.4,9.6,3.5,2.3,0.3,3.5,4.4,20.4,,94,112,2018-19,MarioHezonja2018-19
5294,Isaiah Hicks,PF,24,NYK,3,0,32,6.0,12.0,.500,0.0,0.0,,6.0,12.0,.500,6.0,7.5,.800,3.0,7.5,10.5,3.0,1.5,4.5,1.5,7.5,18.1,,123,109,2018-19,IsaiahHicks2018-19
5295,John Jenkins,SG,27,NYK,22,0,319,6.0,15.6,.388,3.0,8.5,.357,3.0,7.1,.426,2.3,2.7,.833,0.9,4.5,5.4,3.2,0.0,0.3,1.4,1.5,17.4,,107,119,2018-19,JohnJenkins2018-19
5296,DeAndre Jordan,C,30,NYK,19,19,493,7.6,12.0,.634,0.0,0.0,,7.6,12.0,.634,5.0,6.5,.773,6.3,14.9,21.1,5.6,0.9,2.0,4.1,4.1,20.2,,125,109,2018-19,DeAndreJordan2018-19
5297,Kevin Knox,PF,19,NYK,75,57,2158,7.5,20.4,.370,2.8,8.1,.343,4.8,12.3,.387,3.6,5.0,.717,1.4,6.1,7.5,1.8,1.0,0.5,2.5,3.9,21.5,,93,116,2018-19,KevinKnox2018-19
5298,Luke Kornet,PF,23,NYK,46,18,784,6.6,17.4,.378,4.3,11.9,.363,2.3,5.5,.411,2.3,2.8,.826,1.7,6.6,8.3,3.3,1.7,2.6,1.5,2.5,19.8,,110,111,2018-19,LukeKornet2018-19
5299,Courtney Lee,SG,33,NYK,12,2,160,6.3,14.2,.447,1.5,4.8,.313,4.8,9.3,.516,2.7,4.2,.643,1.8,6.3,8.1,4.8,2.4,0.6,1.5,3.9,16.9,,112,112,2018-19,CourtneyLee2018-19
5300,Wesley Matthews,SG,32,NYK,2,1,54,3.6,17.0,.211,1.8,8.9,.200,1.8,8.0,.222,3.6,4.5,.800,0.9,1.8,2.7,4.5,0.9,0.9,1.8,1.8,12.5,,78,118,2018-19,WesleyMatthews2018-19
5301,Emmanuel Mudiay,PG,22,NYK,59,42,1607,9.9,22.2,.446,2.1,6.3,.329,7.8,15.9,.492,4.3,5.6,.774,1.0,4.9,5.9,6.8,1.3,0.6,4.2,3.1,26.2,,102,116,2018-19,EmmanuelMudiay2018-19
5302,Frank Ntilikina,PG,20,NYK,43,16,904,5.1,15.0,.337,1.8,6.1,.287,3.3,8.9,.371,1.2,1.6,.767,0.6,4.0,4.6,6.5,1.6,0.7,3.0,5.5,13.1,,88,115,2018-19,FrankNtilikina2018-19
5303,Mitchell Robinson,C,20,NYK,66,19,1360,7.2,10.3,.694,0.0,0.0,,7.2,10.3,.694,2.9,4.8,.600,6.3,8.7,15.0,1.3,1.8,5.7,1.2,7.7,17.2,,140,106,2018-19,MitchellRobinson2018-19
5304,Dennis Smith,PG,21,NYK,21,18,600,9.7,23.5,.413,1.9,6.7,.289,7.8,16.9,.462,3.4,5.9,.568,1.1,3.5,4.7,9.2,2.2,0.7,4.3,3.8,24.7,,96,114,2018-19,DennisSmith2018-19
5305,Lance Thomas,PF,30,NYK,46,17,783,4.8,12.1,.396,1.4,4.9,.278,3.4,7.3,.475,1.7,2.2,.750,1.3,5.9,7.2,1.7,1.0,0.4,1.5,5.1,12.6,,97,116,2018-19,LanceThomas2018-19
5306,Allonzo Trier,SG,23,NYK,64,3,1459,7.7,17.1,.448,1.7,4.4,.394,5.9,12.8,.466,5.9,7.4,.803,1.0,5.5,6.5,3.9,0.9,0.5,3.8,3.9,23.0,,104,116,2018-19,AllonzoTrier2018-19
5307,Noah Vonleh,PF,23,NYK,68,57,1722,5.8,12.3,.470,1.3,3.8,.336,4.5,8.5,.531,3.1,4.4,.712,3.2,11.6,14.8,3.6,1.3,1.4,2.5,4.9,16.0,,111,111,2018-19,NoahVonleh2018-19
5308,Tyler Davis,SG,25,OKC,31,2,588,4.4,12.5,.357,3.3,10.1,.323,1.2,2.4,.500,1.0,1.0,.923,0.4,3.4,3.8,1.6,1.3,0.5,1.1,4.2,13.1,,103,111,2018-19,TylerDavis2018-19
5309,Steven Adams,C,25,OKC,80,80,2669,8.4,14.1,.595,0.0,0.0,.000,8.4,14.1,.596,2.6,5.1,.500,6.8,6.5,13.3,2.2,2.0,1.3,2.4,3.6,19.4,,120,106,2018-19,StevenAdams2018-19
5310,Deonte Burton,SG,25,OKC,32,0,240,6.4,15.9,.402,1.6,5.3,.296,4.9,10.7,.455,1.6,2.3,.667,0.8,4.7,5.4,1.8,1.2,1.6,1.8,6.0,15.9,,94,109,2018-19,DeonteBurton2018-19
5311,Tyler Davis,C,21,OKC,1,0,1,0.0,46.7,.000,0.0,0.0,,0.0,46.7,.000,0.0,0.0,,46.7,0.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,,65,116,2018-19,TylerDavis2018-19
5312,Hamidou Diallo,SG,20,OKC,51,3,526,6.7,14.6,.455,0.4,2.1,.167,6.3,12.5,.504,3.2,5.2,.610,3.4,5.2,8.6,1.5,1.9,0.9,2.0,6.8,16.9,,103,108,2018-19,HamidouDiallo2018-19
5313,Jawun Evans,PG,22,OKC,1,0,1,0.0,46.7,.000,0.0,46.7,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,116,2018-19,JawunEvans2018-19
5314,Raymond Felton,PG,34,OKC,33,0,379,6.8,16.6,.407,2.5,7.5,.328,4.3,9.1,.473,1.5,1.6,.923,0.5,3.7,4.2,6.4,1.2,0.7,1.7,3.6,17.5,,110,111,2018-19,RaymondFelton2018-19
5315,Terrance Ferguson,SG,20,OKC,74,74,1931,4.5,10.4,.429,2.6,7.0,.366,1.9,3.4,.560,0.9,1.2,.725,0.8,2.6,3.4,1.7,1.0,0.4,1.1,5.6,12.4,,112,112,2018-19,TerranceFerguson2018-19
5316,Paul George,SF,28,OKC,77,77,2841,11.6,26.5,.438,4.8,12.4,.386,6.8,14.1,.484,7.4,8.9,.839,1.7,8.6,10.3,5.2,2.8,0.6,3.4,3.5,35.5,,116,105,2018-19,PaulGeorge2018-19
5317,Jerami Grant,PF,24,OKC,80,77,2612,7.3,14.7,.497,2.1,5.2,.392,5.3,9.5,.555,2.8,3.9,.710,1.7,5.7,7.5,1.4,1.1,1.8,1.2,3.8,19.5,,119,108,2018-19,JeramiGrant2018-19
5318,Donte Grantham,SF,23,OKC,3,0,2,0.0,46.7,.000,0.0,46.7,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,116,2018-19,DonteGrantham2018-19
5319,Timothé Luwawu-Cabarrot,SF,23,OKC,21,1,123,4.9,16.3,.302,1.9,8.3,.227,3.0,8.0,.381,1.5,2.3,.667,1.5,5.3,6.8,1.5,1.5,0.4,1.9,5.3,13.3,,82,109,2018-19,TimothéLuwawu-Cabarrot2018-19
5320,Markieff Morris,PF,29,OKC,24,1,387,7.4,18.8,.391,2.4,7.1,.339,4.9,11.7,.423,1.7,2.3,.737,2.4,8.6,11.0,2.3,1.3,0.2,0.8,7.0,18.8,,106,108,2018-19,MarkieffMorris2018-19
5321,Abdel Nader,SF,25,OKC,61,1,694,6.1,14.5,.423,2.2,6.7,.320,4.0,7.7,.513,1.8,2.4,.750,0.9,6.9,7.8,1.3,1.3,0.8,1.7,4.6,16.2,,102,108,2018-19,AbdelNader2018-19
5322,Nerlens Noel,C,24,OKC,77,2,1055,7.2,12.2,.587,0.0,0.0,,7.2,12.2,.587,2.4,3.5,.684,5.6,8.8,14.4,2.0,2.9,4.2,2.1,7.3,16.7,,122,99,2018-19,NerlensNoel2018-19
5323,Patrick Patterson,PF,29,OKC,63,5,861,4.4,11.9,.374,2.5,7.4,.336,2.0,4.4,.439,1.0,1.6,.633,2.3,5.7,8.0,1.7,0.9,0.7,1.2,2.5,12.4,,106,110,2018-19,PatrickPatterson2018-19
5324,Dennis Schröder,PG,25,OKC,79,14,2314,9.2,22.3,.414,2.5,7.3,.341,6.7,14.9,.450,3.8,4.6,.819,0.8,5.0,5.7,6.5,1.3,0.2,3.5,3.8,24.7,,103,110,2018-19,DennisSchröder2018-19
5325,Russell Westbrook,PG,30,OKC,73,73,2630,11.2,26.1,.428,2.1,7.3,.290,9.1,18.8,.481,5.3,8.0,.656,1.9,12.4,14.3,13.9,2.5,0.6,5.8,4.3,29.7,,105,103,2018-19,RussellWestbrook2018-19
5326,D.J. Augustin,PG,31,ORL,81,81,2269,6.9,14.6,.470,2.8,6.7,.421,4.0,7.9,.511,3.9,4.5,.866,0.9,3.5,4.4,9.2,1.1,0.1,2.8,2.5,20.4,,122,112,2018-19,D.J.Augustin2018-19
5327,Mo Bamba,C,20,ORL,47,1,766,7.5,15.5,.481,1.3,4.5,.300,6.1,11.1,.555,2.4,4.0,.587,4.1,10.8,14.9,2.5,0.8,4.1,2.7,6.5,18.7,,105,103,2018-19,MoBamba2018-19
5328,Khem Birch,C,26,ORL,50,1,643,6.9,11.5,.603,0.0,0.1,.000,6.9,11.4,.607,4.4,6.3,.699,6.0,8.4,14.5,2.9,1.4,2.2,1.5,5.5,18.3,,134,106,2018-19,KhemBirch2018-19
5329,Isaiah Briscoe,PG,22,ORL,39,0,559,4.8,12.1,.399,1.0,3.0,.324,3.9,9.1,.423,1.3,2.3,.577,0.4,6.0,6.5,7.6,1.0,0.2,2.7,5.8,11.9,,96,111,2018-19,IsaiahBriscoe2018-19
