AGE,FG,FGA,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_poss,FGA_poss,3P_poss,3PA_poss,2P_poss,2PA_poss,FT_poss,FTA_poss,ORB_poss,DRB_poss,TRB_poss,AST_poss,STL_poss,BLK_poss,TOV_poss,PF_poss,PTS_poss,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,BPM,VORP,next_3P%,3pt_dif,PLAYER,POS,TEAM,index,G,GS,MP,FG%,3P%,eFG%,ORtg_poss,DRtg_poss,TS%,DBPM,SEASON
2.802039330655387,5.517848352762241,7.576984851675098,4.121285299808556,5.6252263283418555,4.610436292058446,6.3578611797342,0.7249504524205013,4.672328728355259,5.0787530781327,0.9201228569388713,2.2239800905693152,4.414004962442103,4.594700892207039,5.778996565152129,3.5568933044900626,1.7099759466766968,4.198336453808407,5.026525695313479,7.979112176485801,1.8271601368635204,2.5039936170122448,1.3572088082974532,1.8566355334451115,1.5182944859378311,2.1029437174614203,1.5466803737720354,1.6750686836022342,0.7368062997280773,1.4580997358267116,1.5182944859378311,1.912931182772389,1.1696070952851465,0.5848035476425733,1.3924766500838337,1.6631034988407656,2.6352209222742378,2.2373778841627936,0.7422914120436216,0.6701759395378071,0.9654893846056297,1.9037782619633032,1.5874010519681994,2.789244452255099,1.1696070952851465,0.6694329500821695,2.357348357613727,2.615879154109254,1.0322801154563672,1.193483191927337,1.4094597464129783,0.4514357435474002,,,0.6694329500821695,0.333,-0.06,D.J. Augustin,PG,CHA,D.J.Augustin2009-10,80,2,1472,0.386,0.393,0.467,106.0,107.0,0.516,0.3,2010
3.0,7.198404996481965,9.177544478619444,4.04124002062219,5.9059405836244885,6.745996711705424,8.276772529143361,0.8148276449362263,4.834588127111639,5.277632087904077,0.9161686918773408,5.0787530781327,6.6418521953442085,7.512571508442143,6.875344335370705,3.9148676411688634,3.8485011312768047,5.6252263283418555,6.027650160149741,9.743475801873288,1.8945364743718192,2.4158670891607184,1.0626585691826111,1.5604907507078847,1.7758080034852013,2.1827857661222114,1.2805791649874942,1.3924766500838337,1.338865900164339,1.7544106429277195,1.9831924826807745,1.8069688693211896,1.0322801154563672,1.0,1.4888055529538273,1.5874010519681994,2.566229943873142,2.339214190570293,0.6431227591379625,0.5748897078944831,1.7651741676630315,2.2830512139525267,2.0645602309127344,2.663712005227802,1.0322801154563672,1.1696070952851465,2.5962470509255517,2.5302979959052476,1.338865900164339,1.5604907507078847,1.8370905500142276,0.4687548147653598,,0.9283177667225558,1.2599210498948732,0.345,0.0249999999999999,Boris Diaw,PF,CHA,BorisDiaw2009-10,82,82,2906,0.483,0.32,0.525,107.0,105.0,0.552,0.9,2010
2.924017738212866,7.293633029768679,9.457799892720109,3.9148676411688634,5.383212612087283,6.89643448076546,8.836555922403612,0.7802453753539424,5.091643369659488,5.5720546555426225,0.9137797144320913,3.756285754221072,6.171005792776717,6.603854497789253,7.640321249615054,4.97318983326859,2.802039330655387,5.517848352762241,5.561297766521235,9.8921748864974,1.9831924826807745,2.571281590658235,1.0626585691826111,1.4580997358267116,1.8757774553669033,2.4043901127973535,1.3924766500838337,1.5182944859378311,1.0322801154563672,1.6750686836022342,1.7967017791430526,2.080083823051904,1.3572088082974532,0.7368062997280773,1.5036945962049748,1.5182944859378311,2.6916063060436417,2.4771246592603413,0.5687733959703131,0.5886765316883337,1.3572088082974532,2.1897595699439445,1.8757774553669033,3.089873302932822,1.3572088082974532,0.8879040017426006,2.4879419347290765,2.677731800328678,1.3572088082974532,1.5874010519681994,1.866255578408624,0.49048681315240167,0.4641588833612779,1.1696070952851465,1.3200061217959123,0.36468,-0.02032,Raymond Felton,PG,CHA,RaymondFelton2009-10,80,80,2643,0.459,0.385,0.494,107.0,103.0,0.525,1.5,2010
3.0,7.697002262553609,9.806271149279334,3.7325111568172478,5.1924941018511035,7.392541791713715,9.294767164487821,0.7952847627744923,7.500740667593201,8.163310203834696,0.918940178441408,5.313292845913055,8.490184748775546,9.133803351354011,5.4401218254147965,4.890973246508748,4.362070671454838,5.6252263283418555,5.788960372062403,11.149474795453498,1.9831924826807745,2.525080871833849,0.9654893846056297,1.338865900164339,1.9037782619633032,2.3928025107131377,1.9309787692112594,2.1029437174614203,1.375068867074141,2.1827857661222114,2.3513346877207573,1.3924766500838337,1.2599210498948732,1.1186889420813968,1.4422495703074083,1.4888055529538273,2.8683842840342444,2.6352209222742378,0.5289572472694208,0.8325147517278273,1.8069688693211896,2.8520862942848173,2.4496598167132055,2.080083823051904,1.2599210498948732,1.300591446851387,2.357348357613727,2.727922404147588,1.7435134012651283,1.8370905500142276,2.2571787177370006,0.5614672408001491,1.0,1.3924766500838337,1.5466803737720354,0.3325915492957746,-0.0384084507042253,Gerald Wallace,SF,CHA,GeraldWallace2009-10,76,76,3119,0.484,0.371,0.511,113.0,100.0,0.586,1.7,2010
3.072316825685847,6.75331341669382,9.0977009850615,4.7026693754415145,6.542132620377179,5.886765316883336,7.79148753563923,0.755368882500193,4.396829672158179,4.834588127111639,0.9093671887552688,2.8844991406148166,6.179746605865644,6.3825042988599066,6.910423230011183,4.396829672158179,2.8844991406148166,4.834588127111639,5.886765316883336,9.302477468450228,1.8566355334451115,2.4986659549227817,1.300591446851387,1.7967017791430526,1.6134286460245437,2.139974961130159,1.21644039911468,1.3200061217959123,0.7937005259840998,1.6984992522418105,1.7544106429277195,1.9037782619633032,1.21644039911468,0.7937005259840998,1.3200061217959123,1.6134286460245437,2.5560665504814426,2.2637023919259014,0.719196634814781,0.5313292845913056,1.0322801154563672,2.1827857661222114,1.7967017791430526,2.7368518373992137,1.21644039911468,0.8879040017426006,2.3083502397536084,2.5509544037344103,1.0626585691826111,1.4094597464129783,1.5874010519681994,0.4254320865115006,,,0.9654893846056297,0.3963333333333333,0.0253333333333333,Kirk Hinrich,SG,CHI,KirkHinrich2009-10,74,53,2481,0.409,0.371,0.478,104.0,107.0,0.501,1.0,2010
3.207534329995826,6.299605249474365,8.344341008882852,3.332221851645953,5.091643369659488,5.972092619826399,7.657413747855264,0.7796974500505973,5.667051108097064,6.036810736797685,0.9386460059516399,4.362070671454838,6.811284607689078,7.361917820954216,5.3601084109653625,3.530348335326063,3.072316825685847,4.7474593985234,5.738793548317167,8.958658121750135,1.8757774553669033,2.4879419347290765,1.0,1.5182944859378311,1.7758080034852013,2.2830512139525267,1.6868653306034984,1.7967017791430526,1.300591446851387,2.0327927136297066,2.196689235027742,1.6005206638831553,1.0626585691826111,0.9283177667225558,1.4094597464129783,1.7099759466766968,2.668401648721945,2.3452900988768355,0.6100170200393062,0.7236797215902505,1.6868653306034984,2.6109987712176173,2.250617114677132,2.3020775179631467,1.0626585691826111,1.0322801154563672,2.386966383854674,2.6255856591963793,1.1447142425533319,1.3572088082974532,1.5874010519681994,0.4610436292058447,,,0.8434326653017492,0.374,0.0939999999999999,Brad Miller,C,CHI,BradMiller2009-10,82,37,1950,0.43,0.28,0.462,106.0,105.0,0.53,0.5,2010
2.8438669798515654,4.999999999999999,6.447305727266913,4.140817749422853,5.301459192380904,3.7797631496846193,4.9186847344587274,0.7685732843416645,3.239611801277483,3.6593057100229713,0.885359850256564,2.3513346877207573,3.9148676411688634,4.179339196381232,4.121285299808556,2.924017738212866,1.912931182772389,3.3019272488946263,4.290840427026207,7.080698751085013,1.8271601368635204,2.3633315009350024,1.5182944859378311,1.939877414580333,1.3924766500838337,1.8069688693211896,1.193483191927337,1.338865900164339,0.8434326653017492,1.4422495703074083,1.5326188647871062,1.5036945962049748,1.0626585691826111,0.6694329500821695,1.21644039911468,1.5740609166314434,2.5962470509255517,2.24401702659183,0.822289851862149,0.5677411370845433,1.1447142425533319,1.8566355334451115,1.6005206638831553,2.139974961130159,1.0626585691826111,0.7937005259840998,2.2306991044756197,2.4215649100038203,1.1696070952851465,1.0,1.375068867074141,0.48909732465087485,0.0,0.0,0.7937005259840998,0.403,-0.0739999999999999,Daniel Gibson,PG,CLE,DanielGibson2009-10,56,10,1068,0.466,0.477,0.599,117.0,108.0,0.613,0.0,2010
2.924017738212866,9.157713940426653,11.5179304409848,5.05277434720856,7.287361631121842,8.61324801478067,10.449492889931227,0.8242570599617114,8.401398104397817,9.177544478619444,0.9153737511815382,4.140817749422853,7.846013365124445,8.213027082338558,8.66683102909851,4.999999999999999,4.254320865115005,6.390676528399307,4.9186847344587274,13.119218920385302,2.386966383854674,3.00369914061521,1.3200061217959123,1.9037782619633032,2.24401702659183,2.7234356815688767,2.1897595699439445,2.3928025107131377,1.091392883061106,2.0487996145182663,2.139974961130159,2.2571787177370006,1.300591446851387,1.1186889420813968,1.6631034988407656,1.2805791649874942,3.4199518933533937,3.14475485547118,0.632470354341737,0.7968627128696238,1.4422495703074083,2.6447862363471035,2.2306991044756197,3.4705003610919003,1.300591446851387,1.2599210498948732,2.3083502397536084,3.223652863633457,2.369284502156768,1.7324782106818055,2.6447862363471035,0.6686883076988654,2.087759478663449,2.276638114962505,2.1757671139171206,0.33,-0.003,LeBron James,SF,CLE,LeBronJames2009-10,76,76,2966,0.503,0.333,0.545,121.0,102.0,0.604,2.8,2010
3.072316825685847,4.848807585839879,6.274305357411168,3.1748021039363987,4.641588833612778,4.344481485768611,5.277632087904077,0.8232746310689073,3.3019272488946263,3.5568933044900626,0.9283177667225558,2.9624960684073702,5.484806552432618,5.758965220492401,3.6593057100229713,3.239611801277483,3.1072325059538586,2.8438669798515654,4.101565929702347,6.664443703291906,1.7863159877080566,2.3083502397536084,1.1696070952851465,1.7099759466766968,1.6005206638831553,1.939877414580333,1.21644039911468,1.300591446851387,1.091392883061106,2.0165296752181043,2.1179117921274466,1.338865900164339,1.193483191927337,1.1447142425533319,1.0322801154563672,1.5036945962049748,2.455202052384297,2.3269667714505617,0.739863622299141,0.5667051108097064,1.4580997358267116,2.6109987712176173,2.2104188991842317,1.9037782619633032,1.193483191927337,1.300591446851387,1.991631701289913,2.339214190570293,1.0626585691826111,1.193483191927337,1.4260431471424087,0.5078753078132701,,1.1186889420813968,0.9654893846056297,0.3191016949152542,-0.0008983050847458,Jamario Moon,SF,CLE,JamarioMoon2009-10,61,2,1052,0.462,0.32,0.526,114.0,103.0,0.555,1.6,2010
3.239611801277483,5.9059405836244885,7.802453753539423,4.762203155904598,6.390676528399307,4.610436292058446,5.981424029720885,0.7708238778159994,4.217163326508746,4.562902635386966,0.9240433254923236,3.1072325059538586,5.857766002650652,6.135792439661959,5.394690712109591,3.9790572078963917,2.6207413942088964,4.140817749422853,5.325074021614986,8.410832585210281,1.6750686836022342,2.217220230966632,1.3572088082974532,1.8171205928321397,1.300591446851387,1.6984992522418105,1.193483191927337,1.300591446851387,0.8879040017426006,1.6631034988407656,1.7435134012651283,1.5326188647871062,1.1186889420813968,0.7368062997280773,1.1696070952851465,1.5182944859378311,2.3928025107131377,2.147229169018941,0.818824411006022,0.5848035476425733,1.1696070952851465,2.154434690031884,1.8171205928321397,2.147229169018941,1.1186889420813968,0.8434326653017492,2.295770424665555,2.2894284851066637,1.3200061217959123,1.375068867074141,1.6984992522418105,0.4687548147653598,,,1.0,0.379,-0.0349999999999999,Anthony Parker,SG,CLE,AnthonyParker2009-10,81,81,2289,0.434,0.414,0.547,113.0,107.0,0.576,0.7,2010
3.0,7.230426792525689,9.49121995802933,5.41750151497718,7.18551615065319,6.027650160149741,7.851424410539689,0.7674430278809984,5.61467240800149,5.828476683251456,0.9633390670534585,3.0365889718756622,5.6252263283418555,5.9059405836244885,7.166095742031892,4.121285299808556,2.7589241763811203,5.5720546555426225,5.539658256754464,10.297715269155368,2.0327927136297066,2.668401648721945,1.5182944859378311,2.024693852005457,1.6984992522418105,2.2104188991842317,1.5740609166314434,1.6386425412012917,0.8434326653017492,1.5874010519681994,1.6631034988407656,2.0165296752181043,1.1696070952851465,0.7937005259840998,1.5740609166314434,1.5604907507078847,2.896468153816889,2.525080871833849,0.7571174278190853,0.6144633651371695,1.1447142425533319,2.0487996145182663,1.7324782106818055,2.924017738212866,1.1696070952851465,0.8879040017426006,2.493315476119323,2.802039330655387,1.5874010519681994,1.3924766500838337,1.885203631020986,0.5142563181316471,1.300591446851387,1.21644039911468,1.3200061217959123,0.3154482758620689,-0.113551724137931,Mo Williams,PG,CLE,MoWilliams2009-10,69,68,2359,0.442,0.429,0.535,112.0,107.0,0.58,-0.4,2010
2.924017738212866,6.144633651371694,8.077374240743945,3.825862365544778,5.394690712109591,5.604078661310774,7.179054352068318,0.780792532177971,4.235823584254893,4.481404746557164,0.9450341056903199,2.571281590658235,5.05277434720856,5.265637428171437,6.366096760416892,3.2710663101885897,1.8171205928321397,4.672328728355259,4.9186847344587274,8.415541898951927,1.9831924826807745,2.6061000753373493,1.2385623296301709,1.7435134012651283,1.8069688693211896,2.3145890545258756,1.375068867074141,1.4422495703074083,0.8434326653017492,1.6261333316791686,1.6984992522418105,2.0567101162059633,1.0626585691826111,0.5848035476425733,1.5036945962049748,1.5874010519681994,2.7144176165949063,2.339214190570293,0.6679420031639375,0.5550499102911548,1.091392883061106,2.1179117921274466,1.7544106429277195,2.9662892813449506,1.0626585691826111,0.6694329500821695,2.4825450806124043,2.7098860261703273,1.0,1.0626585691826111,1.300591446851387,0.41015659297023477,,,0.6694329500821695,0.349,-0.008,J.J. Barea,PG,DAL,J.J.Barea2009-10,78,18,1546,0.44,0.357,0.493,104.0,110.0,0.526,-0.7,2010
3.3019272488946263,6.5731384514424285,8.754691361801425,5.604078661310774,7.4530399137208345,4.762203155904598,6.3578611797342,0.7488872387218507,4.308869380063767,4.626065009182741,0.9314019015607672,3.634241185664279,7.349596596552506,7.634606721492309,8.979376646330175,5.253587872492901,3.2710663101885897,5.798889997648997,5.217103446276167,9.375096295307195,1.7213006207263157,2.295770424665555,1.4736125994561546,1.9574338205844317,1.2385623296301709,1.6631034988407656,1.1186889420813968,1.21644039911468,0.9654893846056297,1.9309787692112594,2.0,2.3513346877207573,1.375068867074141,0.8434326653017492,1.5182944859378311,1.375068867074141,2.455202052384297,2.581325761348065,0.8513243484361417,0.5289572472694208,1.2385623296301709,2.4986659549227817,2.072351098059261,3.3141115926869382,1.375068867074141,0.9654893846056297,2.776331098545561,2.4384994805366564,1.6868653306034984,1.5874010519681994,2.072351098059261,0.5289572472694208,1.3572088082974532,1.6134286460245437,1.6509636244473134,0.34,-0.0849999999999999,Jason Kidd,PG,DAL,JasonKidd2009-10,80,80,2881,0.423,0.425,0.554,115.0,105.0,0.577,1.7,2010
3.1413806523913927,8.962809493114328,11.43695812974263,3.708429769266189,4.9460874432487,8.745984552117223,11.119900452846576,0.7867612960312844,8.123096200891359,8.368209391204644,0.9708236883534463,4.308869380063767,8.14325284978472,8.527018983281597,6.018461654806452,4.121285299808556,4.290840427026207,5.301459192380904,5.9249921368147405,12.655653708633666,2.3083502397536084,2.943382658441668,0.9654893846056297,1.2805791649874942,2.250617114677132,2.8643271579912186,2.0953791063432945,2.154434690031884,1.1186889420813968,2.0953791063432945,2.196689235027742,1.5466803737720354,1.0626585691826111,1.091392883061106,1.3572088082974532,1.5326188647871062,3.258557330219642,2.83973944577827,0.4326748710922225,0.7318611420045943,1.4580997358267116,2.718934126781983,2.2701886806493845,2.3513346877207573,1.0626585691826111,1.2599210498948732,1.9831924826807745,3.0652377295742124,2.0327927136297066,1.5740609166314434,2.3083502397536084,0.5788960372062404,1.5466803737720354,1.6134286460245437,1.6750686836022342,0.393,-0.0279999999999999,Dirk Nowitzki,PF,DAL,DirkNowitzki2009-10,81,80,3039,0.481,0.421,0.498,116.0,105.0,0.578,0.5,2010
